order_id,order_date,order_customer_id,order_status
267,2023-09-03,102,processing
268,2024-03-30,109,shipped
269,2023-09-20,108,processing
270,2023-08-25,108,processing
271,2024-01-26,108,processing
272,2023-09-15,105,shipped
273,2023-09-01,106,delivered
274,2023-11-07,103,shipped
275,2024-01-16,102,delivered
276,2023-06-22,103,delivered
277,2023-09-28,106,shipped
278,2024-01-09,104,processing
279,2023-07-10,110,shipped
280,2023-12-08,104,shipped
281,2024-01-07,102,shipped
282,2024-04-23,109,processing
283,2024-04-27,104,shipped
284,2023-10-30,105,shipped
285,2023-11-22,102,delivered
286,2024-01-16,104,delivered
287,2023-10-19,101,processing
288,2024-02-09,108,shipped
289,2023-09-10,102,delivered
290,2023-12-20,109,shipped
291,2023-11-09,101,delivered
292,2024-02-01,106,shipped
293,2024-04-02,103,shipped
294,2024-01-24,109,delivered
295,2023-06-01,110,processing
296,2024-04-10,104,processing
297,2023-06-11,108,delivered
298,2023-10-31,103,delivered
299,2024-03-04,102,delivered
300,2023-06-08,108,processing
301,2024-03-11,103,shipped
302,2023-09-16,103,processing
303,2024-04-11,106,processing
304,2023-05-29,105,shipped
305,2024-04-14,106,delivered
306,2023-08-12,107,shipped
307,2023-08-25,104,processing
308,2024-03-28,105,shipped
309,2023-12-16,110,processing
310,2023-12-20,103,processing
311,2023-07-21,103,delivered
312,2024-04-23,102,shipped
313,2023-10-08,105,processing
314,2023-11-21,103,shipped
315,2023-12-06,104,processing
316,2023-07-01,101,shipped
317,2023-12-30,105,delivered
318,2023-10-19,107,shipped
319,2023-12-10,101,shipped
320,2024-03-16,103,processing
321,2023-09-04,110,shipped
322,2023-11-04,107,delivered
323,2024-01-24,108,delivered
324,2023-06-24,107,delivered
325,2023-08-20,101,shipped
326,2023-07-01,107,processing
327,2023-11-12,106,shipped
328,2023-12-23,105,processing
329,2023-06-02,105,shipped
330,2023-12-03,107,delivered
331,2023-06-13,110,delivered
332,2023-08-20,106,processing
333,2023-06-10,108,processing
334,2024-02-19,104,processing
335,2023-12-30,104,processing
336,2024-02-05,105,processing
337,2023-05-19,103,processing
338,2023-11-22,106,delivered
339,2024-04-26,101,shipped
340,2023-09-16,110,shipped
341,2024-02-09,105,delivered
342,2023-11-16,104,processing
343,2024-04-28,110,delivered
344,2024-02-02,103,shipped
345,2024-04-22,101,shipped
346,2023-07-12,104,processing
347,2024-01-04,107,shipped
348,2024-03-23,106,shipped
349,2023-12-24,108,delivered
350,2023-10-25,105,processing
351,2023-11-08,110,shipped
352,2023-06-20,109,shipped
353,2023-10-30,110,shipped
354,2023-06-04,106,delivered
355,2023-09-14,102,processing
356,2023-11-23,108,shipped
357,2023-06-24,107,processing
358,2024-04-26,101,delivered
359,2024-01-09,103,processing
360,2024-02-17,110,processing
361,2023-06-29,109,processing
362,2023-08-18,104,shipped
363,2023-07-11,109,shipped
364,2023-07-04,109,shipped
365,2023-05-03,105,processing
366,2024-03-09,102,shipped
367,2023-12-05,104,shipped
368,2023-10-31,101,shipped
369,2023-08-20,107,shipped
370,2023-09-16,105,processing
371,2023-07-06,104,delivered
372,2023-09-12,108,processing
373,2024-02-20,109,delivered
374,2024-03-23,103,delivered
375,2023-09-14,103,delivered
376,2023-12-03,107,delivered
377,2023-09-21,103,shipped
378,2023-10-12,105,shipped
379,2023-12-18,107,delivered
380,2024-02-11,109,processing
381,2023-07-13,110,delivered
382,2023-11-28,104,processing
383,2024-01-16,101,processing
384,2023-10-14,106,delivered
385,2023-06-28,106,shipped
386,2023-07-01,107,delivered
387,2024-04-12,107,processing
388,2024-02-03,108,processing
389,2024-01-13,104,delivered
390,2023-06-18,107,shipped
391,2023-12-23,105,shipped
392,2024-04-18,104,shipped
393,2023-05-21,104,processing
394,2024-03-27,106,delivered
395,2024-03-12,107,processing
396,2023-07-14,104,shipped
397,2024-04-17,106,processing
398,2024-04-06,107,shipped
399,2023-12-30,108,shipped
400,2023-08-28,107,shipped
401,2023-09-27,106,processing
402,2024-01-03,104,delivered
403,2023-10-30,101,delivered
404,2023-08-10,106,processing
405,2023-05-05,104,processing
406,2024-01-01,107,delivered
407,2024-01-12,109,processing
408,2023-06-14,110,delivered
409,2024-03-19,110,processing
410,2023-07-04,103,processing
411,2024-04-01,107,shipped
412,2024-02-19,105,shipped
413,2023-07-29,104,processing
414,2023-07-14,103,shipped
415,2024-03-20,107,delivered
416,2024-01-04,101,processing
417,2024-01-11,103,shipped
418,2023-10-29,108,delivered
419,2023-11-03,105,shipped
420,2024-03-13,107,processing
421,2024-01-31,110,delivered
422,2023-11-08,102,shipped
423,2023-09-19,103,delivered
424,2023-06-11,103,delivered
425,2023-07-04,108,delivered
426,2023-05-03,101,delivered
427,2023-11-01,104,processing
428,2024-04-17,108,processing
429,2024-04-15,109,shipped
430,2023-08-25,105,processing
431,2024-04-10,102,shipped
432,2024-01-22,106,shipped
433,2023-08-30,108,processing
434,2023-12-25,101,processing
435,2023-07-24,107,shipped
436,2023-07-28,107,delivered
437,2023-05-27,110,processing
438,2024-01-07,108,shipped
439,2023-05-24,107,delivered
440,2023-08-29,101,processing
441,2024-03-13,107,delivered
442,2023-11-05,102,delivered
443,2023-06-20,104,processing
444,2023-09-15,102,processing
445,2023-06-19,103,shipped
446,2023-11-04,109,shipped
447,2024-04-08,103,delivered
448,2024-01-04,104,delivered
449,2023-11-25,109,processing
450,2023-12-11,101,processing
451,2023-06-29,102,processing
452,2023-10-21,104,processing
453,2023-05-27,107,shipped
454,2023-12-03,107,shipped
455,2023-11-05,106,shipped
456,2023-10-14,103,processing
457,2023-09-14,110,shipped
458,2023-09-08,102,delivered
459,2024-03-14,108,processing
460,2023-09-22,104,delivered
461,2023-07-20,108,processing
462,2024-01-19,106,shipped
463,2023-09-02,102,processing
464,2024-01-31,107,shipped
465,2024-04-05,102,processing
466,2023-11-19,104,delivered
467,2023-07-09,110,processing
468,2023-12-15,106,shipped
469,2023-12-29,104,shipped
470,2023-09-21,101,processing
471,2023-05-16,109,processing
472,2023-05-27,102,shipped
473,2024-01-11,104,delivered
474,2023-12-12,110,delivered
475,2023-10-25,103,shipped
476,2023-07-11,102,shipped
477,2023-05-20,108,delivered
478,2023-08-28,106,shipped
479,2024-02-09,103,shipped
480,2023-09-30,108,shipped
481,2023-09-11,106,shipped
482,2023-05-15,107,shipped
483,2023-11-16,102,delivered
484,2023-12-11,101,shipped
485,2023-10-08,110,processing
486,2023-05-04,108,shipped
487,2023-09-02,106,delivered
488,2023-10-10,107,shipped
489,2023-06-16,101,processing
490,2023-08-24,109,processing
491,2024-03-08,107,shipped
492,2023-05-20,105,shipped
493,2023-12-03,104,delivered
494,2023-08-13,103,processing
495,2023-07-30,108,processing
496,2023-10-03,102,shipped
497,2024-04-27,103,delivered
498,2024-01-19,104,delivered
499,2023-06-09,107,delivered
500,2024-03-02,101,delivered
501,2023-08-13,110,delivered
502,2023-09-25,107,processing
503,2024-02-27,109,delivered
504,2023-07-30,110,processing
505,2023-05-27,109,delivered
506,2024-03-21,110,shipped
507,2024-01-17,104,delivered
508,2024-03-12,104,delivered
509,2023-10-24,109,delivered
510,2024-02-06,108,processing
511,2024-04-19,106,shipped
512,2024-04-09,103,processing
513,2023-08-10,107,shipped
514,2024-01-18,104,shipped
515,2023-07-29,106,processing
516,2023-09-18,105,delivered
517,2023-10-09,110,processing
518,2023-12-26,108,shipped
519,2024-02-25,106,shipped
520,2023-07-17,107,shipped
521,2023-10-20,109,shipped
522,2024-01-12,102,delivered
523,2023-11-12,107,processing
524,2024-01-30,109,processing
525,2023-08-12,105,shipped
526,2024-03-29,103,processing
527,2023-11-16,106,delivered
528,2024-02-19,106,processing
529,2023-12-10,104,shipped
530,2023-08-02,109,delivered
531,2023-08-17,110,processing
532,2023-09-23,102,delivered
533,2023-09-23,102,delivered
534,2023-09-27,108,shipped
535,2024-01-31,105,delivered
536,2023-09-08,105,processing
537,2024-04-02,110,shipped
538,2023-05-12,101,shipped
539,2023-09-01,103,delivered
540,2023-05-13,106,delivered
541,2024-01-26,106,delivered
542,2023-12-27,103,delivered
543,2023-11-04,103,processing
544,2023-08-20,108,delivered
545,2024-04-16,103,processing
546,2023-11-26,110,processing
547,2023-12-17,101,shipped
548,2023-09-08,103,shipped
549,2023-08-21,109,processing
550,2023-09-07,108,processing
551,2024-02-04,104,shipped
552,2023-09-20,102,shipped
553,2024-04-10,107,delivered
554,2024-04-08,107,shipped
555,2024-01-10,110,shipped
556,2024-04-22,108,shipped
557,2024-01-28,101,shipped
558,2024-03-14,108,processing
559,2024-01-12,103,processing
560,2024-02-03,105,delivered
561,2023-12-07,101,delivered
562,2024-01-14,103,processing
563,2023-11-16,101,shipped
564,2023-10-06,107,delivered
565,2023-06-05,103,processing
566,2023-07-01,109,delivered
567,2023-11-24,104,delivered
568,2023-12-03,106,delivered
569,2023-12-15,106,shipped
570,2023-08-23,104,shipped
571,2023-05-06,104,shipped
572,2023-09-17,104,shipped
573,2023-06-18,103,processing
574,2023-12-24,103,shipped
575,2023-07-04,105,shipped
576,2023-12-16,101,delivered
577,2024-02-06,105,processing
578,2023-11-21,102,processing
579,2023-10-11,106,shipped
580,2023-06-23,104,delivered
581,2024-03-01,107,delivered
582,2023-09-19,110,shipped
583,2023-10-21,108,delivered
584,2024-02-16,102,shipped
585,2024-02-21,104,shipped
586,2024-03-02,105,delivered
587,2023-12-29,107,delivered
588,2023-08-18,102,shipped
589,2023-10-27,104,delivered
590,2023-09-15,102,delivered
591,2023-11-11,103,delivered
592,2024-03-07,105,processing
593,2024-03-14,110,processing
594,2023-05-13,102,shipped
595,2024-04-19,107,processing
596,2023-05-30,101,processing
597,2024-01-31,104,shipped
598,2023-10-15,104,shipped
599,2024-03-09,104,processing
600,2023-10-12,109,delivered
601,2023-08-11,107,delivered
602,2024-01-12,104,shipped
603,2023-06-21,110,shipped
604,2023-10-28,108,shipped
605,2024-02-12,102,shipped
606,2023-06-12,101,shipped
607,2023-11-11,107,shipped
608,2024-03-30,108,delivered
609,2023-12-19,101,shipped
610,2023-11-18,105,processing
611,2024-05-01,108,shipped
612,2024-01-16,101,delivered
613,2023-11-17,106,processing
614,2023-08-13,102,delivered
615,2023-09-12,105,shipped
616,2024-01-13,103,processing
617,2023-08-14,109,processing
618,2023-09-15,102,delivered
619,2023-08-12,108,delivered
620,2023-08-23,109,delivered
621,2023-05-21,102,shipped
622,2023-06-01,101,delivered
623,2023-09-05,101,processing
624,2023-12-08,105,processing
625,2023-06-17,108,shipped
626,2023-07-20,105,delivered
627,2023-05-26,105,shipped
628,2024-01-24,109,shipped
629,2023-07-30,108,processing
630,2023-10-03,101,delivered
631,2023-11-12,101,processing
632,2024-01-11,105,processing
633,2023-05-17,103,shipped
634,2023-12-09,108,delivered
635,2024-02-22,106,processing
636,2023-11-07,105,delivered
637,2023-05-25,105,delivered
638,2024-01-25,106,delivered
639,2024-01-14,110,shipped
640,2023-06-21,102,shipped
641,2023-06-07,106,delivered
642,2023-07-14,109,processing
643,2023-07-09,101,processing
644,2023-11-05,101,processing
645,2023-11-09,105,delivered
646,2023-10-19,105,delivered
647,2024-04-12,110,processing
648,2024-05-01,101,shipped
649,2023-05-26,108,shipped
650,2023-10-28,103,shipped
651,2023-10-24,101,processing
652,2023-08-06,103,delivered
653,2023-07-18,107,processing
654,2023-09-05,108,shipped
655,2024-03-04,109,shipped
656,2023-07-25,106,delivered
657,2023-07-05,104,delivered
658,2024-04-01,104,delivered
659,2023-05-04,110,shipped
660,2024-02-24,102,processing
661,2023-08-29,105,processing
662,2023-12-30,110,delivered
663,2023-09-28,102,processing
664,2023-06-03,108,processing
665,2024-04-27,103,processing
666,2023-07-21,105,processing
667,2024-01-06,107,shipped
668,2023-07-24,103,processing
669,2023-12-12,107,processing
670,2023-05-06,101,shipped
671,2024-01-23,108,shipped
672,2023-05-16,107,processing
673,2023-06-25,108,processing
674,2024-02-05,107,delivered
675,2023-08-08,104,delivered
676,2023-10-29,102,delivered
677,2023-09-15,109,processing
678,2024-01-03,101,delivered
679,2023-12-22,101,processing
680,2023-06-28,106,delivered
681,2023-07-29,104,delivered
682,2023-12-19,106,processing
683,2023-10-06,103,processing
684,2023-11-10,103,delivered
685,2023-12-15,110,delivered
686,2023-05-15,103,processing
687,2023-06-26,107,shipped
688,2024-03-18,109,shipped
689,2024-03-19,102,delivered
690,2023-05-13,104,shipped
691,2024-01-13,109,shipped
692,2024-01-10,108,delivered
693,2023-10-11,101,processing
694,2024-03-16,101,delivered
695,2023-08-14,105,processing
696,2024-04-25,107,shipped
697,2024-04-27,110,delivered
698,2023-08-17,109,delivered
699,2024-03-07,102,shipped
700,2023-07-31,102,processing
701,2023-08-01,109,processing
702,2023-07-03,101,delivered
703,2024-03-20,105,delivered
704,2023-08-06,104,processing
705,2023-11-13,101,processing
706,2023-06-22,102,delivered
707,2023-07-09,105,processing
708,2024-01-23,107,delivered
709,2024-04-09,104,shipped
710,2023-12-10,109,processing
711,2023-10-23,108,delivered
712,2023-09-28,101,processing
713,2024-01-08,110,shipped
714,2023-12-27,103,delivered
715,2023-10-19,105,processing
716,2023-07-26,108,shipped
717,2024-04-23,108,processing
718,2024-04-26,103,shipped
719,2023-12-24,109,shipped
720,2024-02-21,102,shipped
721,2024-02-23,102,processing
722,2023-06-27,103,processing
723,2023-10-09,106,delivered
724,2023-12-23,102,shipped
725,2023-12-18,104,processing
726,2023-12-31,103,shipped
727,2023-05-12,101,delivered
728,2023-06-11,110,delivered
729,2024-02-23,104,delivered
730,2024-04-17,110,processing
731,2023-09-30,109,delivered
732,2023-10-21,107,processing
733,2024-01-02,102,shipped
734,2024-03-08,109,processing
735,2023-11-22,103,shipped
736,2024-02-07,110,processing
737,2024-01-11,110,processing
738,2023-09-06,104,shipped
739,2023-10-25,110,delivered
740,2023-11-10,107,delivered
741,2023-06-16,105,processing
742,2023-06-23,103,shipped
743,2024-04-11,103,processing
744,2023-08-05,106,shipped
745,2024-04-15,106,shipped
746,2023-10-23,104,processing
747,2023-10-16,105,shipped
748,2023-12-28,105,delivered
749,2023-05-14,108,delivered
750,2023-08-10,105,shipped
751,2023-12-24,103,shipped
752,2023-11-21,103,processing
753,2023-11-02,102,shipped
754,2023-07-14,102,processing
755,2024-03-22,107,shipped
756,2023-05-25,108,shipped
757,2023-07-01,108,processing
758,2023-11-26,110,shipped
759,2023-11-14,106,processing
760,2023-10-27,108,delivered
761,2023-05-19,106,shipped
762,2024-02-25,108,delivered
763,2024-04-21,108,delivered
764,2024-02-20,105,delivered
765,2023-07-08,109,delivered
766,2023-06-03,106,delivered
767,2023-08-24,101,delivered
768,2023-09-14,105,processing
769,2023-11-05,106,processing
770,2024-02-03,108,processing
771,2023-08-21,106,processing
772,2024-02-01,102,shipped
773,2023-10-29,107,delivered
774,2024-04-07,108,processing
775,2023-10-23,108,delivered
776,2023-11-10,104,delivered
777,2024-02-05,106,processing
778,2023-08-06,109,delivered
779,2024-01-02,104,shipped
780,2023-07-03,107,processing
781,2024-02-28,110,shipped
782,2024-04-20,106,shipped
783,2024-02-22,104,processing
784,2023-05-18,102,delivered
785,2024-03-26,104,shipped
786,2024-04-27,108,delivered
787,2023-09-03,108,shipped
788,2023-09-13,109,processing
789,2024-01-11,107,processing
790,2024-03-31,103,delivered
791,2023-09-25,108,delivered
792,2024-02-25,103,processing
793,2023-11-30,109,processing
794,2023-08-26,110,processing
795,2023-10-14,103,processing
796,2023-11-15,104,shipped
797,2023-07-13,105,shipped
798,2023-06-21,105,shipped
799,2024-01-22,106,delivered
800,2023-08-30,105,delivered
801,2023-09-25,107,shipped
802,2023-05-11,109,delivered
803,2023-07-16,105,processing
804,2023-09-22,102,shipped
805,2023-07-08,104,shipped
806,2024-03-04,102,delivered
807,2024-04-20,107,shipped
808,2023-07-07,108,shipped
809,2023-05-06,103,delivered
810,2024-04-13,109,delivered
811,2023-05-28,106,delivered
812,2023-10-13,102,delivered
813,2023-08-12,108,delivered
814,2023-08-20,106,shipped
815,2023-06-03,107,shipped
816,2024-04-08,105,shipped
817,2023-12-25,107,delivered
818,2024-01-01,104,delivered
819,2023-05-07,108,delivered
820,2024-02-16,109,delivered
821,2023-07-27,106,delivered
822,2023-05-27,105,delivered
823,2023-10-31,110,delivered
824,2023-06-25,109,delivered
825,2024-02-26,109,processing
826,2023-05-25,106,shipped
827,2023-06-03,109,delivered
828,2023-06-26,110,processing
829,2024-02-24,102,delivered
830,2024-04-06,109,processing
831,2023-10-19,102,delivered
832,2024-03-12,103,shipped
833,2023-08-14,104,delivered
834,2023-05-14,107,processing
835,2023-06-29,101,delivered
836,2023-08-15,102,processing
837,2023-09-03,108,shipped
838,2023-07-17,108,shipped
839,2023-11-30,101,processing
840,2023-10-13,109,processing
841,2024-01-16,102,delivered
842,2023-08-10,108,processing
843,2023-11-10,110,processing
844,2023-08-08,106,shipped
845,2023-08-27,103,processing
846,2023-10-07,104,shipped
847,2023-06-23,103,delivered
848,2023-11-21,110,delivered
849,2023-11-11,101,processing
850,2023-09-06,104,shipped
851,2023-08-05,106,delivered
852,2024-03-14,103,processing
853,2024-02-24,108,shipped
854,2023-12-06,107,processing
855,2024-04-17,106,processing
856,2023-10-24,108,shipped
857,2023-07-04,102,shipped
858,2023-05-18,109,delivered
859,2023-08-01,105,shipped
860,2023-11-07,101,delivered
861,2023-10-02,102,delivered
862,2023-09-23,105,processing
863,2024-02-06,103,shipped
864,2023-07-17,105,shipped
865,2024-01-23,102,processing
866,2023-10-09,101,processing
867,2023-08-14,103,shipped
868,2023-11-30,109,shipped
869,2024-04-06,109,delivered
870,2023-09-12,109,shipped
871,2024-03-27,105,processing
872,2023-08-13,102,processing
873,2023-05-05,108,delivered
874,2023-11-23,104,shipped
875,2023-08-08,103,processing
876,2023-12-10,103,delivered
877,2023-11-01,106,delivered
878,2023-11-12,101,processing
879,2023-06-18,106,shipped
880,2023-09-28,108,shipped
881,2023-09-25,108,delivered
882,2024-04-19,104,shipped
883,2023-11-08,102,delivered
884,2024-01-23,104,processing
885,2023-05-07,108,processing
886,2023-11-22,101,delivered
887,2024-03-14,108,shipped
888,2024-04-09,107,shipped
889,2024-03-06,108,delivered
890,2023-09-08,106,processing
891,2024-02-27,103,processing
892,2023-11-02,108,delivered
893,2023-12-23,104,shipped
894,2023-08-13,101,shipped
895,2023-10-31,102,delivered
896,2023-05-27,107,processing
897,2024-04-24,102,shipped
898,2023-08-07,102,delivered
899,2024-04-17,110,shipped
900,2024-02-25,108,processing
901,2023-08-13,105,shipped
902,2024-01-24,101,shipped
903,2023-06-26,110,delivered
904,2024-01-05,108,shipped
905,2023-08-18,102,processing
906,2023-10-02,106,shipped
907,2023-06-08,102,delivered
908,2023-07-07,109,delivered
909,2024-03-22,110,processing
910,2024-04-06,102,shipped
911,2023-12-04,106,shipped
912,2024-01-31,108,processing
913,2024-02-11,105,processing
914,2023-12-09,110,shipped
915,2023-08-22,108,delivered
916,2023-05-03,109,processing
917,2023-11-30,109,processing
918,2023-12-15,102,delivered
919,2024-01-31,110,processing
920,2024-02-25,110,shipped
921,2023-05-02,105,processing
922,2024-04-30,103,delivered
923,2024-02-08,108,delivered
924,2024-03-05,102,delivered
925,2024-02-23,104,processing
926,2023-12-09,110,shipped
927,2023-06-20,105,delivered
928,2023-06-30,108,shipped
929,2023-06-02,107,processing
930,2024-04-24,106,delivered
931,2023-09-15,106,delivered
932,2023-05-19,101,delivered
933,2023-05-27,106,processing
934,2023-09-24,104,processing
935,2024-01-30,103,processing
936,2024-02-19,102,processing
937,2023-07-08,109,processing
938,2024-03-08,109,delivered
939,2023-11-08,109,delivered
940,2023-11-13,107,processing
941,2023-09-05,101,shipped
942,2024-04-11,106,processing
943,2023-05-31,110,shipped
944,2024-01-19,105,processing
945,2023-07-08,109,shipped
946,2023-12-15,102,processing
947,2023-10-23,108,delivered
948,2023-11-28,101,processing
949,2024-01-05,105,shipped
950,2024-01-21,109,shipped
951,2023-08-23,106,shipped
